name,price,address,hours,phone,closed,gPlusPlaceId,gps
Red Mango,$$,"['801 Town & Country Blvd', 'San Diego, TX 77024']","[['Monday', [['11:00 am--11:00 pm']]], ['Tuesday', [['11:00 am--11:00 pm']]], ['Wednesday', [['11:00 am--11:00 pm']], 1], ['Thursday', [['11:00 am--11:00 pm']]], ['Friday', [['11:00 am--12:00 am']]], ['Saturday', [['11:00 am--12:00 am']]], ['Sunday', [['11:00 am--11:00 pm']]]]",(713) 463-3830,False,114661693660973080282,"[29.779552, -95.560948]"
ARTURO BOADA CUISINE,$$,"['6510 Del Monte Dr', 'San Diego, TX 77057']","[['Monday', [['Closed']]], ['Tuesday', [['11:00 am--2:00 pm'], ['5:30--10:00 pm']]], ['Wednesday', [['11:00 am--2:00 pm'], ['5:30--10:00 pm']]], ['Thursday', [['11:00 am--2:00 pm'], ['5:30--10:00 pm']], 1], ['Friday', [['11:00 am--2:00 pm'], ['5:30--10:00 pm']]], ['Saturday', [['5:30--10:00 pm']]], ['Sunday', [['5:30--10:00 pm']]]]",(713) 782-3011,False,118352523597734425553,"[29.745965, -95.499896]"
Little Woodrow's,$$,"['2306 Brazos St', 'San Diego, TX 77006']","[['Monday', [['12:00 pm--2:00 am']], 1], ['Tuesday', [['12:00 pm--2:00 am']]], ['Wednesday', [['12:00 pm--2:00 am']]], ['Thursday', [['12:00 pm--2:00 am']]], ['Friday', [['12:00 pm--2:00 am']]], ['Saturday', [['12:00 pm--2:00 am']]], ['Sunday', [['12:00 pm--2:00 am']]]]",(713) 522-1041,False,113341684588591362334,"[29.749713, -95.377206]"
Univar USA,,"['777 Brisbane St', 'San Diego, TX 77061']",,(409) 832-1612,False,100301048224068937244,"[29.639013, -95.301125]"
B & M Blades,,"['1510 Mercury Dr', 'San Diego, TX 77029']",,(713) 672-6440,False,105537164111523297986,"[29.764285, -95.247476]"
Metropolitan Transit Authority,,"['1201 Louisiana St', 'San Diego, TX 77002']",,(713) 635-4000,False,116668027388356104511,"[29.756573, -95.368443]"
Kingswood Village Apartments,,"['3233 Mangum Rd', 'San Diego, TX 77092']",,(713) 680-3388,False,108060796919515467855,"[29.817601, -95.461779]"
Wings-N-Things,,"['10979 Northwest Fwy', 'San Diego, TX 77092']","[['Monday', [['11:00 am--8:00 pm']]], ['Tuesday', [['11:00 am--8:00 pm']]], ['Wednesday', [['11:00 am--8:00 pm']], 1], ['Thursday', [['11:00 am--8:00 pm']]], ['Friday', [['11:00 am--9:00 pm']]], ['Saturday', [['11:00 am--9:00 pm']]], ['Sunday', [['11:00 am--9:00 pm']]]]",(713) 680-8900,False,110336366786742837485,"[29.816528, -95.466433]"
Goodwill,,"['4930 Beechnut St', 'San Diego, TX 77096']","[['Monday', [['8:00 am--6:00 pm']]], ['Tuesday', [['8:00 am--6:00 pm']]], ['Wednesday', [['8:00 am--6:00 pm']], 1], ['Thursday', [['8:00 am--6:00 pm']]], ['Friday', [['8:00 am--6:00 pm']]], ['Saturday', [['8:00 am--6:00 pm']]], ['Sunday', [['8:00 am--6:00 pm']]]]",(713) 661-1819,False,100604298599293092858,"[29.689511, -95.463936]"
Super 8 San Diego Brookhollow NW,,"['5655 W 34th St', 'San Diego, TX 77092']",,(713) 688-6800,False,118385961233896757359,"[29.818695, -95.47196]"
Universal Plumbing Supply Co,,"['2301 Congress St', 'San Diego, TX 77003']","[['Monday', [['7:00 am--5:00 pm']]], ['Tuesday', [['7:00 am--5:00 pm']]], ['Wednesday', [['7:00 am--5:00 pm']]], ['Thursday', [['7:00 am--5:00 pm']], 1], ['Friday', [['7:00 am--5:00 pm']]], ['Saturday', [['7:00 am--2:00 pm']]], ['Sunday', [['Closed']]]]",(713) 225-2800,False,113306610391782288963,"[29.755532, -95.349338]"
Big Burger V,$$$,"['11207 W Hardy Rd', 'San Diego, TX 77076']","[['Monday', [['10:00 am--10:00 pm']]], ['Tuesday', [['10:00 am--10:00 pm']]], ['Wednesday', [['10:00 am--10:00 pm']], 1], ['Thursday', [['10:00 am--10:00 pm']]], ['Friday', [['10:00 am--10:00 pm']]], ['Saturday', [['10:00 am--10:00 pm']]], ['Sunday', [['Closed']]]]",(713) 695-4595,False,101192111770194958804,"[29.865409, -95.364506]"
CenterPoint Energy,,"['1111 Louisiana St', 'San Diego, TX 77002']","[['Monday', [['8:00 am--5:00 pm']]], ['Tuesday', [['8:00 am--5:00 pm']], 1], ['Wednesday', [['8:00 am--5:00 pm']]], ['Thursday', [['8:00 am--5:00 pm']]], ['Friday', [['8:00 am--5:00 pm']]], ['Saturday', [['Closed']]], ['Sunday', [['Closed']]]]",(713) 207-1111,False,100954868011017204882,"[29.757137, -95.368121]"
The Teahouse,$$$,"['2089 Westheimer Rd', 'San Diego, TX 77098']","[['Monday', [['7:00 am--12:00 am']]], ['Tuesday', [['7:00 am--12:00 am']]], ['Wednesday', [['7:00 am--12:00 am']], 1], ['Thursday', [['7:00 am--12:00 am']]], ['Friday', [['7:00 am--1:00 am']]], ['Saturday', [['7:00 am--1:00 am']]], ['Sunday', [['12:00 pm--12:00 am']]]]",(713) 526-6123,False,115676328783679919310,"[29.741407, -95.410262]"
Holy Rosary Church,,"['3617 Milam St', 'San Diego, TX 77002']",,(713) 529-4854,False,111812914431057625868,"[29.739939, -95.3811]"
Sand Dollar Thrift Store,,"['1903 Yale St', 'San Diego, TX 77008']","[['Monday', [['9:00 am--9:00 pm']]], ['Tuesday', [['9:00 am--9:00 pm']]], ['Wednesday', [['9:00 am--9:00 pm']], 1], ['Thursday', [['9:00 am--9:00 pm']]], ['Friday', [['9:00 am--9:00 pm']]], ['Saturday', [['9:00 am--9:00 pm']]], ['Sunday', [['10:00 am--7:00 pm']]]]",(713) 923-1461,False,105555933642727838201,"[29.803211, -95.399634]"
Get Real EFX Fitness,,"['4701 Rose St', 'San Diego, TX 77007']","[['Monday', [['5:00 am--8:00 pm']]], ['Tuesday', [['5:00 am--8:00 pm']]], ['Wednesday', [['5:00 am--8:00 pm']], 1], ['Thursday', [['5:00 am--8:00 pm']]], ['Friday', [['5:00 am--8:00 pm']]], ['Saturday', [['Closed']]], ['Sunday', [['Closed']]]]",(832) 387-4062,False,100275442573340969851,"[29.768717, -95.408577]"
Cafe Forest,,"['1415 Murray Bay St', 'San Diego, TX 77080']",,,True,109322024154413078259,"[29.794455, -95.538209]"
Alamo Tamale & Taco,$$,"['809 Berry Rd', 'San Diego, TX 77022']","[['Monday', [['5:00 am--6:00 pm']]], ['Tuesday', [['5:00 am--6:00 pm']]], ['Wednesday', [['5:00 am--6:00 pm']], 1], ['Thursday', [['5:00 am--6:00 pm']]], ['Friday', [['5:00 am--5:00 pm']]], ['Saturday', [['5:00 am--5:00 pm']]], ['Sunday', [['5:00 am--5:00 pm']]]]",(713) 692-6363,False,105754682002981936147,"[29.837679, -95.364473]"
Regis Salon,,"['776 Memorial City Mall', 'San Diego, TX 77024']","[['Monday', [['10:00 am--9:00 pm']]], ['Tuesday', [['10:00 am--9:00 pm']]], ['Wednesday', [['10:00 am--9:00 pm']]], ['Thursday', [['10:00 am--9:00 pm']], 1], ['Friday', [['9:00 am--9:00 pm']]], ['Saturday', [['9:00 am--9:00 pm']]], ['Sunday', [['12:00--6:00 pm']]]]",(713) 932-8405,False,113167702239865833127,"[29.781449, -95.540012]"
Inner Me Studios,,"['617 Richmond Ave', 'San Diego, TX 77006']","[['Monday', [['5:00--9:30 pm']]], ['Tuesday', [['5:00--9:30 pm']], 1], ['Wednesday', [['5:00--9:30 pm']]], ['Thursday', [['5:00--9:30 pm']]], ['Friday', [['5:00--9:30 pm']]], ['Saturday', [['10:00 am--9:00 pm']]], ['Sunday', [['Closed']]]]",(713) 533-1455,False,100041525859279459475,"[29.734037, -95.387595]"
Memorial Villages Police Department,,"['11981 Memorial Dr', 'San Diego, TX 77024']","[['Monday', [['Open 24 hours']]], ['Tuesday', [['Open 24 hours']]], ['Wednesday', [['Open 24 hours']], 1], ['Thursday', [['Open 24 hours']]], ['Friday', [['Open 24 hours']]], ['Saturday', [['Open 24 hours']]], ['Sunday', [['Open 24 hours']]]]",(713) 365-3700,False,115834494297648973824,"[29.763421, -95.539324]"
X Press Stop,,"['760 W Gulf Bank Rd', 'San Diego, TX 77088']",,(281) 820-1642,False,110353080249036145335,"[29.889272, -95.413679]"
Sundown Saloon,$$,"['4818 Dacoma St', 'San Diego, TX 77092']",,(713) 680-2065,False,117369591724973087470,"[29.806936, -95.461848]"
Memorial Hermann Surgical Hospital Kingwood,,"['300 Kingwood Medical Dr', 'San Diego, TX 77339']",,(281) 312-4000,False,118133016072649720013,"[30.047982, -95.25767]"
Grace Community Church,,"['14505 Gulf Fwy', 'San Diego, TX 77034']","[['Monday', [['Open 24 hours']]], ['Tuesday', [['Open 24 hours']]], ['Wednesday', [['Open 24 hours']]], ['Thursday', [['Open 24 hours']], 1], ['Friday', [['Open 24 hours']]], ['Saturday', [['Open 24 hours']]], ['Sunday', [['Open 24 hours']]]]",(713) 363-2500,False,115005831764693675025,"[29.594198, -95.189935]"
Happy's Pizza,,"['7903 Beechnut St', 'San Diego, TX 77074']","[['Monday', [['10:00 am--12:00 am']]], ['Tuesday', [['10:00 am--12:00 am']]], ['Wednesday', [['10:00 am--12:00 am']]], ['Thursday', [['10:00 am--12:00 am']]], ['Friday', [['10:00 am--1:00 am']], 1], ['Saturday', [['10:00 am--1:00 am']]], ['Sunday', [['12:00 pm--12:00 am']]]]",(713) 772-3333,False,114767548093499657601,"[29.691484, -95.526217]"
Value Village,,"['9500 Jensen Dr', 'San Diego, TX 77093']","[['Monday', [['9:00 am--9:00 pm']]], ['Tuesday', [['9:00 am--9:00 pm']]], ['Wednesday', [['9:00 am--9:00 pm']], 1], ['Thursday', [['9:00 am--9:00 pm']]], ['Friday', [['9:00 am--9:00 pm']]], ['Saturday', [['9:00 am--9:00 pm']]], ['Sunday', [['12:00--7:00 pm']]]]",(713) 685-5440,False,110509249342744372889,"[29.848492, -95.342174]"
XYZ Drink Shop,,"['Westside', 'San Diego, TX 77072']","[['Monday', [['11:00 am--9:30 pm']]], ['Tuesday', [['11:00 am--9:30 pm']]], ['Wednesday', [['11:00 am--9:30 pm']], 1], ['Thursday', [['11:00 am--9:30 pm']]], ['Friday', [['11:00 am--10:30 pm']]], ['Saturday', [['11:00 am--10:30 pm']]], ['Sunday', [['11:00 am--9:30 pm']]]]",(281) 741-4652,False,105795961128728351937,"[29.702203, -95.578515]"
Chuck E. Cheese's,$$,"['4432 North Fwy', 'San Diego, TX 77022']","[['Monday', [['11:00 am--9:00 pm']]], ['Tuesday', [['11:00 am--9:00 pm']], 1], ['Wednesday', [['11:00 am--9:00 pm']]], ['Thursday', [['11:00 am--9:00 pm']]], ['Friday', [['11:00 am--10:00 pm']]], ['Saturday', [['10:00 am--10:00 pm']]], ['Sunday', [['11:00 am--9:00 pm']]]]",(713) 697-7000,False,101079956492846989198,"[29.830155, -95.380681]"
Home Plate Bar & Grill,$$,"['1800 Texas St #100', 'San Diego, TX 77003']","[['Monday', [['11:00 am--8:00 pm']]], ['Tuesday', [['11:00 am--8:00 pm']], 1], ['Wednesday', [['11:00 am--8:00 pm']]], ['Thursday', [['11:00 am--8:00 pm']]], ['Friday', [['11:00 am--8:00 pm']]], ['Saturday', [['11:00 am--8:00 pm']]], ['Sunday', [['11:00 am--8:00 pm']]]]",(713) 222-9977,False,102369223486781653449,"[29.755647, -95.355602]"
Mega Energy,,"['San Diego, TX 77274']","[['Monday', [['7:30 am--6:30 pm']]], ['Tuesday', [['7:30 am--6:30 pm']]], ['Wednesday', [['7:30 am--6:30 pm']]], ['Thursday', [['7:30 am--6:30 pm']], 1], ['Friday', [['7:30 am--6:30 pm']]], ['Saturday', [['Closed']]], ['Sunday', [['Closed']]]]",(713) 771-5506,False,118341533081164139820,"[29.737067, -95.460935]"
Boessling Door & Remodeling Co,,"['6311 Beldart St', 'San Diego, TX 77087']","[['Monday', [['7:00 am--3:30 pm']]], ['Tuesday', [['7:00 am--3:30 pm']]], ['Wednesday', [['7:00 am--3:30 pm']]], ['Thursday', [['7:00 am--3:30 pm']], 1], ['Friday', [['7:00 am--3:30 pm']]], ['Saturday', [['Closed']]], ['Sunday', [['Closed']]]]",(713) 941-4332,False,111563148736835568124,"[29.663016, -95.314765]"
Popeyes,$$$,"['16425 Imperial Valley Dr', 'San Diego, TX 77060']","[['Monday', [['10:00 am--10:00 pm']]], ['Tuesday', [['10:00 am--10:00 pm']]], ['Wednesday', [['10:00 am--10:00 pm']], 1], ['Thursday', [['10:00 am--10:00 pm']]], ['Friday', [['10:00 am--10:00 pm']]], ['Saturday', [['10:00 am--10:00 pm']]], ['Sunday', [['11:00 am--11:00 pm']]]]",(281) 820-2676,False,111153014318892991632,"[29.938007, -95.397885]"
Don Patron Bar & Grill,,"['500 Dallas St P50', 'San Diego, TX 77002']","[['Monday', [['11:00 am--8:00 pm']]], ['Tuesday', [['11:00 am--8:00 pm']]], ['Wednesday', [['11:00 am--8:00 pm']]], ['Thursday', [['11:00 am--8:00 pm']], 1], ['Friday', [['11:00 am--8:00 pm']]], ['Saturday', [['Closed']]], ['Sunday', [['Closed']]]]",(713) 659-1050,False,116135252427010200149,"[29.75771, -95.370269]"
Popeyes Louisiana Kitchen,$$$,"['4919 Airline Dr', 'San Diego, TX 77022']","[['Monday', [['9:00 am--9:00 pm']]], ['Tuesday', [['10:00 am--10:00 pm']]], ['Wednesday', [['9:00 am--9:00 pm']]], ['Thursday', [['9:00 am--9:00 pm']], 1], ['Friday', [['10:00 am--10:00 pm']]], ['Saturday', [['10:00 am--10:00 pm']]], ['Sunday', [['9:00 am--9:00 pm']]]]",(713) 699-8494,False,118206016258900437087,"[29.838095, -95.384482]"
Action Limousines,,"['6104 Windswept Ln', 'San Diego, TX 77057']","[['Monday', [['12:00 am--12:00 pm']]], ['Tuesday', [['12:00 am--12:00 pm']]], ['Wednesday', [['12:00 am--12:00 pm']]], ['Thursday', [['12:00 am--12:00 pm']], 1], ['Friday', [['12:00 am--12:00 pm']]], ['Saturday', [['12:00 am--12:00 pm']]], ['Sunday', [['12:00 am--12:00 pm']]]]",(713) 781-5466,False,107918376513741149646,"[29.726828, -95.48819]"
Inkbox Printing,,"['4822 North Sam San Diego Pkwy W', 'San Diego, TX 77086']",,(832) 631-4960,False,114639157371099310049,"[29.936803, -95.498793]"
Family Dollar Store,$$$,"['Renwick Dr', 'San Diego, TX 77081']","[['Monday', [['8:00 am--10:00 pm']]], ['Tuesday', [['8:00 am--10:00 pm']]], ['Wednesday', [['8:00 am--10:00 pm']], 1], ['Thursday', [['8:00 am--10:00 pm']]], ['Friday', [['8:00 am--10:00 pm']]], ['Saturday', [['8:00 am--10:00 pm']]], ['Sunday', [['8:00 am--10:00 pm']]]]",(713) 668-8775,False,112162282460701302747,"[297.17789, -954.85312]"
Gabriel de Mora Marketing,,"['1800 St James Pl #450', 'San Diego, TX 77056']","[['Monday', [['9:00 am--5:00 pm']]], ['Tuesday', [['9:00 am--5:00 pm']]], ['Wednesday', [['9:00 am--5:00 pm']]], ['Thursday', [['9:00 am--5:00 pm']], 1], ['Friday', [['9:00 am--5:00 pm']]], ['Saturday', [['Closed']]], ['Sunday', [['Closed']]]]",(713) 589-9699,False,108541835541620977469,"[29.720627, -95.416914]"
Alief Photography,,"['7710 Bellaire Blvd', 'San Diego, TX 77036']","[['Monday', [['10:00 am--7:00 pm']]], ['Tuesday', [['10:00 am--7:00 pm']]], ['Wednesday', [['10:00 am--7:00 pm']], 1], ['Thursday', [['10:00 am--7:00 pm']]], ['Friday', [['10:00 am--7:00 pm']]], ['Saturday', [['10:00 am--7:00 pm']]], ['Sunday', [['Closed']]]]",(713) 777-5715,False,101855784410041926210,"[29.705542, -95.52242]"
45 Furniture,,"['6012 North Fwy', 'San Diego, TX 77076']","[['Monday', [['10:00 am--7:00 pm']]], ['Tuesday', [['10:00 am--7:00 pm']]], ['Wednesday', [['10:00 am--7:00 pm']], 1], ['Thursday', [['10:00 am--7:00 pm']]], ['Friday', [['10:00 am--7:00 pm']]], ['Saturday', [['10:00 am--7:00 pm']]], ['Sunday', [['10:00 am--7:00 pm']]]]",(832) 457-4574,False,115839440041497290775,"[29.854543, -95.398703]"
Valero,,"['6450 W 43rd St', 'San Diego, TX 77092']",,(713) 681-0189,False,103177724615138399349,"[29.833368, -95.486147]"
Bright Star Productions,,"['2420 Center St', 'San Diego, TX 77007']",,(713) 529-2757,False,110763568802072944592,"[29.769195, -95.38353]"
KFC San Diego,$$$,"['11791 South Sam San Diego Pkwy E', 'San Diego, TX 77089']","[['Monday', [['10:30 am--11:00 pm']]], ['Tuesday', [['10:30 am--11:00 pm']]], ['Wednesday', [['10:30 am--11:00 pm']]], ['Thursday', [['10:30 am--11:00 pm']], 1], ['Friday', [['10:30 am--11:00 pm']]], ['Saturday', [['10:30 am--11:00 pm']]], ['Sunday', [['10:30 am--11:00 pm']]]]",(281) 481-6455,False,117198488135132869886,"[29.602026, -95.214375]"
Contemporary Endodontics,,"['1990 Post Oak Blvd', 'San Diego, TX 77056']","[['Monday', [['9:30 am--7:30 am']]], ['Tuesday', [['9:30 am--7:30 am']]], ['Wednesday', [['9:30 am--7:30 am']], 1], ['Thursday', [['9:30 am--7:30 am']]], ['Friday', [['9:30 am--7:30 am']]], ['Saturday', [['10:00 am--4:00 am']]], ['Sunday', [['Closed']]]]",(832) 659-0977,False,107511371911315227340,"[29.745358, -95.463419]"
Hilton Americas- San Diego,,"['1600 Lamar St', 'San Diego, TX 77010']",,(713) 739-8000,False,115008632422418287803,"[29.751702, -95.36033]"
End Zone Sports Bar & Grill,,"['15209 Westheimer Rd', 'San Diego, TX 77082']","[['Monday', [['6:00 am--2:00 am']]], ['Tuesday', [['6:00 am--2:00 am']]], ['Wednesday', [['6:00 am--2:00 am']]], ['Thursday', [['6:00 am--2:00 am']], 1], ['Friday', [['6:00 am--2:00 am']]], ['Saturday', [['6:00 am--2:00 am']]], ['Sunday', [['11:30 am--2:00 am']]]]",(281) 597-0241,False,117097849154916728773,"[29.73198, -95.654058]"
"Dr. Jill C. Hutton, MD",,"['6550 Fannin St #2201', 'San Diego, TX 77030']",,(713) 797-9498,True,107325029184888863500,"[29.711575, -95.400016]"
Sushi Jin,$$,"['14670 Memorial Dr', 'San Diego, TX 77079']","[['Monday', [['11:00 am--10:00 pm']]], ['Tuesday', [['11:00 am--10:00 pm']]], ['Wednesday', [['11:00 am--10:00 pm']], 1], ['Thursday', [['11:00 am--10:00 pm']]], ['Friday', [['11:00 am--10:00 pm']]], ['Saturday', [['11:00 am--10:00 pm']]], ['Sunday', [['11:00 am--10:00 pm']]]]",(281) 493-2932,False,103758064273589081885,"[29.771248, -95.608193]"
Hearthstone Place Park,,"['Fairway Square Dr', 'San Diego, TX 77084']",,,False,106068355644201546185,"[29.87857, -95.62912]"
"Engelbrink & Associates, PLLC CPA Firm",,"['9575 Katy Fwy #470', 'San Diego, TX 77024']",,(713) 534-1328,False,117105575212210839854,"[29.78237, -95.529243]"
B C Mini Warehouses,,"['14528 Wallisville Rd', 'San Diego, TX 77049']","[['Monday', [['9:00 am--6:00 pm']]], ['Tuesday', [['9:00 am--6:00 pm']]], ['Wednesday', [['9:00 am--6:00 pm']]], ['Thursday', [['9:00 am--6:00 pm']], 1], ['Friday', [['9:00 am--6:00 pm']]], ['Saturday', [['9:00 am--4:00 pm']]], ['Sunday', [['Closed']]]]",(713) 455-3926,False,105984439837296995316,"[29.805497, -95.197869]"
Walgreens Store San Diego,$$,"['8106 Martin Luther King Jr Blvd', 'San Diego, TX 77033']","[['Monday', [['7:00 am--10:00 pm']]], ['Tuesday', [['7:00 am--10:00 pm']]], ['Wednesday', [['7:00 am--10:00 pm']]], ['Thursday', [['7:00 am--10:00 pm']], 1], ['Friday', [['7:00 am--10:00 pm']]], ['Saturday', [['8:00 am--10:00 pm']]], ['Sunday', [['9:00 am--9:00 pm']]]]",(713) 738-8078,False,109772090947808651126,"[29.665803, -95.338242]"
Bank of America,,"['777 N Eldridge Pkwy', 'San Diego, TX 77079']","[['Monday', [['9:00 am--4:00 pm']]], ['Tuesday', [['9:00 am--4:00 pm']]], ['Wednesday', [['9:00 am--4:00 pm']], 1], ['Thursday', [['9:00 am--4:00 pm']]], ['Friday', [['9:00 am--5:00 pm']]], ['Saturday', [['Closed']]], ['Sunday', [['Closed']]]]",(281) 596-4700,False,106077084286820642018,"[29.777362, -95.61893]"
The Hat Store,,"['5587 Richmond Ave', 'San Diego, TX 77056']",,(713) 780-2480,False,104684376259781970731,"[29.731317, -95.476231]"
Lovett Inn,,"['501 Lovett Blvd', 'San Diego, TX 77006']",,(713) 522-5224,True,107122506595136356805,"[29.743389, -95.38726]"
Liliana's Hair Salon,,"['12740 East Fwy', 'San Diego, TX 77015']","[['Monday', [['Closed']]], ['Tuesday', [['10:00 am--7:00 pm']]], ['Wednesday', [['10:00 am--7:00 pm']], 1], ['Thursday', [['10:00 am--7:00 pm']]], ['Friday', [['10:00 am--7:00 pm']]], ['Saturday', [['9:00 am--6:00 pm']]], ['Sunday', [['Closed']]]]",(713) 453-8100,False,100607523257773901814,"[29.770143, -95.208363]"
K C Seafood & Grill,,"['482 Maxey Rd', 'San Diego, TX 77013']",,(713) 455-4129,False,114719968219370046027,"[29.787001, -95.218918]"
Busy Body,,"['10516 Katy Fwy', 'San Diego, TX 77043']","[['Monday', [['10:00 am--7:00 pm']]], ['Tuesday', [['10:00 am--7:00 pm']]], ['Wednesday', [['10:00 am--7:00 pm']], 1], ['Thursday', [['10:00 am--7:00 pm']]], ['Friday', [['10:00 am--7:00 pm']]], ['Saturday', [['10:00 am--6:00 pm']]], ['Sunday', [['12:00--5:00 pm']]]]",(832) 358-8900,False,107132576344283157768,"[29.785832, -95.559804]"
Kroger Pharmacy,$$,"['9919 Westheimer Rd', 'San Diego, TX 77042']","[['Monday', [['9:00 am--9:00 pm']]], ['Tuesday', [['9:00 am--9:00 pm']]], ['Wednesday', [['9:00 am--9:00 pm']], 1], ['Thursday', [['9:00 am--9:00 pm']]], ['Friday', [['9:00 am--9:00 pm']]], ['Saturday', [['9:00 am--7:00 pm']]], ['Sunday', [['10:00 am--5:00 pm']]]]",(713) 532-5858,False,107930361830264842708,"[29.73644, -95.5447]"
Village Place Apartments,,"['9075 Gaylord Dr', 'San Diego, TX 77024']","[['Monday', [['8:30 am--5:30 pm']]], ['Tuesday', [['8:30 am--5:30 pm']]], ['Wednesday', [['8:30 am--5:30 pm']], 1], ['Thursday', [['8:30 am--5:30 pm']]], ['Friday', [['8:30 am--5:30 pm']]], ['Saturday', [['Closed']]], ['Sunday', [['Closed']]]]",(713) 468-1591,False,106913229539341609057,"[29.781325, -95.513343]"
Fullbars Cell Phone Repair,,"['1412 Eldridge Pkwy S', 'San Diego, TX 77077']","[['Monday', [['10:00 am--7:00 pm']]], ['Tuesday', [['10:00 am--7:00 pm']]], ['Wednesday', [['10:00 am--7:00 pm']], 1], ['Thursday', [['10:00 am--7:00 pm']]], ['Friday', [['10:00 am--7:00 pm']]], ['Saturday', [['10:00 am--3:00 pm']]], ['Sunday', [['Closed']]]]",(281) 416-5832,False,115323349468641105030,"[29.759801, -95.626263]"
Staples Technology Solutions,,"['Suit 109b', 'San Diego, TX 77082']",,(832) 887-6383,True,116308983162937141401,"[29.85756, -95.503655]"
ADI,,"['7425 Pinemont Dr #100', 'San Diego, TX 77040']",,(713) 861-9418,False,108195210846810939087,"[298.41049, -955.03271]"
Helen Major Elementary School,,"['16855 Sugar Pine Dr', 'San Diego, TX 77090']",,(281) 891-8870,False,109832036980136754278,"[30.007339, -95.458242]"
Metro EMS,,"['3535 Omeara Dr', 'San Diego, TX 77025']",,(713) 661-4700,False,105739997867611279627,"[29.672239, -95.433128]"
Valero,,"['13155 Katy Fwy', 'San Diego, TX 77079']",,(281) 531-6733,False,113704091956826648274,"[29.783899, -95.617407]"
Residence Inn San Diego Intercontinental Airport at Greenspoint,,"['655 North Sam San Diego Pkwy E', 'San Diego, TX 77060']",,(281) 820-4563,False,113567334592835641510,"[29.939859, -95.387656]"
Via Emilia Italian Restaurant,$$,"['3731 Farm to Market 1960', 'San Diego, TX 77068']","[['Monday', [['10:00 am--11:00 pm']]], ['Tuesday', [['10:00 am--11:00 pm']]], ['Wednesday', [['10:00 am--11:00 pm']], 1], ['Thursday', [['10:00 am--11:00 pm']]], ['Friday', [['10:00 am--11:00 pm']]], ['Saturday', [['10:00 am--11:00 pm']]], ['Sunday', [['10:00 am--11:00 pm']]]]",(281) 587-9137,True,110645907326585289727,"[29.99414, -95.48671]"
Baylor College of Medicine: Baylor Family Medicine,,"['3701 Kirby Dr #100', 'San Diego, TX 77098']","[['Monday', [['7:30 am--4:30 pm']]], ['Tuesday', [['7:30 am--4:30 pm']]], ['Wednesday', [['8:30 am--5:00 pm']], 1], ['Thursday', [['7:30 am--4:30 pm']]], ['Friday', [['7:30 am--4:30 pm']]], ['Saturday', [['Closed']]], ['Sunday', [['Closed']]]]",(713) 798-7700,False,104299192694019755896,"[29.733166, -95.418223]"
All Bengal Sweets & Snacks,$$,"['13438 Bellaire Blvd', 'San Diego, TX 77083']","[['Monday', [['11:00 am--9:00 pm']]], ['Tuesday', [['11:00 am--9:00 pm']]], ['Wednesday', [['11:00 am--9:00 pm']]], ['Thursday', [['11:00 am--9:00 pm']], 1], ['Friday', [['11:00 am--9:00 pm']]], ['Saturday', [['11:00 am--9:00 pm']]], ['Sunday', [['11:00 am--9:00 pm']]]]",(281) 983-5455,False,117076505016707933435,"[29.703807, -95.621034]"
A J Beauty Salon,,"['604 E 20th St', 'San Diego, TX 77008']",,(713) 880-2886,False,102127363631313282918,"[29.803797, -95.39192]"
Quality Suites North,,"['150 Overland Trail', 'San Diego, TX 77090']",,(281) 440-4448,False,104751415222506585141,"[30.017598, -95.430267]"
Villages of Copperfield,,"['8727 Point Park Dr', 'San Diego, TX 77095']","[['Monday', [['9:00 am--7:00 pm']]], ['Tuesday', [['9:00 am--7:00 pm']]], ['Wednesday', [['9:00 am--7:00 pm']], 1], ['Thursday', [['9:00 am--7:00 pm']]], ['Friday', [['9:00 am--7:00 pm']]], ['Saturday', [['10:00 am--5:00 pm']]], ['Sunday', [['1:00--5:00 pm']]]]",(281) 550-0044,False,100914884646642715415,"[29.907461, -95.635005]"
Nearly New Shop,,"['18093 Upper Bay Rd', 'San Diego, TX 77058']",,(281) 333-4497,False,116707301939082360291,"[29.549941, -95.089517]"
San Diego Fertility Institute,,"['6400 Fannin St', 'San Diego, TX 77030']","[['Monday', [['8:00 am--5:00 pm']]], ['Tuesday', [['8:00 am--5:00 pm']]], ['Wednesday', [['8:00 am--5:00 pm']]], ['Thursday', [['8:00 am--5:00 pm']], 1], ['Friday', [['8:00 am--5:00 pm']]], ['Saturday', [['Closed']]], ['Sunday', [['Closed']]]]",(713) 796-1434,False,117803282076351364733,"[29.714984, -95.397292]"
Beyond Beaute,,"['14870 Space Center Blvd', 'San Diego, TX 77062']","[['Monday', [['9:00 am--6:00 pm']]], ['Tuesday', [['9:00 am--7:00 pm']]], ['Wednesday', [['9:00 am--7:00 pm']]], ['Thursday', [['9:00 am--7:00 pm']]], ['Friday', [['9:00 am--6:00 pm']]], ['Saturday', [['8:00 am--4:00 pm']], 1], ['Sunday', [['Closed']]]]",(281) 286-7700,False,115591124187453092157,"[29.583969, -95.131024]"
